seed,artifact,artifact_type,pyc_path,python_tag,magic_number,bytes
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_eof_error_ec8725d7629f8766.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_eof_error_ec8725d7629f8766.pyc,cpython-38,3413,589
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_float_exponent_tokenization_f46793293bf285fa.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_float_exponent_tokenization_f46793293bf285fa.pyc,cpython-38,3413,515
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_floats_76f628a37cde0540.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_floats_76f628a37cde0540.pyc,cpython-38,3413,500
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_long_integers_8d713d84ad3ae1ea.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_long_integers_8d713d84ad3ae1ea.pyc,cpython-38,3413,508
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_plain_integers_4eb85f2f2e2092d8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_plain_integers_4eb85f2f2e2092d8.pyc,cpython-38,3413,1288
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_string_literals_c192b4e15249d2f2.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_string_literals_c192b4e15249d2f2.pyc,cpython-38,3413,865
data/rq3/cpython-3.8/seeds/cpython_case_test_grammar_TokenTests_test_underscore_literals_0ff2d8465597e6f7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grammar_TokenTests_test_underscore_literals_0ff2d8465597e6f7.pyc,cpython-38,3413,603
data/rq3/cpython-3.8/seeds/cpython_case_test_grp_GroupDatabaseTestCase_test_errors_8cc2d71e33286cc7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grp_GroupDatabaseTestCase_test_errors_8cc2d71e33286cc7.pyc,cpython-38,3413,1083
data/rq3/cpython-3.8/seeds/cpython_case_test_grp_GroupDatabaseTestCase_test_noninteger_gid_33c71c02098f8405.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grp_GroupDatabaseTestCase_test_noninteger_gid_33c71c02098f8405.pyc,cpython-38,3413,584
data/rq3/cpython-3.8/seeds/cpython_case_test_grp_GroupDatabaseTestCase_test_values_308dff56b69f8fbe.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grp_GroupDatabaseTestCase_test_values_308dff56b69f8fbe.pyc,cpython-38,3413,449
data/rq3/cpython-3.8/seeds/cpython_case_test_grp_GroupDatabaseTestCase_test_values_extended_ff3fd86c18b2ce06.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_grp_GroupDatabaseTestCase_test_values_extended_ff3fd86c18b2ce06.pyc,cpython-38,3413,743
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_compress_fast_best_are_exclusive_2ed8ff452e5a5852.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_compress_fast_best_are_exclusive_2ed8ff452e5a5852.pyc,cpython-38,3413,598
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_compress_infile_outfile_default_b1d8877a756a0747.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_compress_infile_outfile_default_b1d8877a756a0747.pyc,cpython-38,3413,733
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_compress_infile_outfile_ea781285e0b1e8f1.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_compress_infile_outfile_ea781285e0b1e8f1.pyc,cpython-38,3413,855
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_compress_stdin_outfile_5a3ef2f7fc0e1a47.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_compress_stdin_outfile_5a3ef2f7fc0e1a47.pyc,cpython-38,3413,620
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_decompress_cannot_have_flags_compression_b01e424a0c6c856e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_decompress_cannot_have_flags_compression_b01e424a0c6c856e.pyc,cpython-38,3413,611
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_decompress_infile_outfile_0d08b2645bbe803f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_decompress_infile_outfile_0d08b2645bbe803f.pyc,cpython-38,3413,825
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_decompress_infile_outfile_error_3cbfd73a75f21832.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_decompress_infile_outfile_error_3cbfd73a75f21832.pyc,cpython-38,3413,612
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestCommandLine_test_decompress_stdin_stdout_29865d422ea65e1a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestCommandLine_test_decompress_stdin_stdout_29865d422ea65e1a.pyc,cpython-38,3413,762
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_1647484_d7818aadcc685654.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_1647484_d7818aadcc685654.pyc,cpython-38,3413,530
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_append_086ad7167781eaf2.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_append_086ad7167781eaf2.pyc,cpython-38,3413,583
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_bad_gzip_file_045359c5f81589ae.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_bad_gzip_file_045359c5f81589ae.pyc,cpython-38,3413,560
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_buffered_reader_6bb577e6346282d5.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_buffered_reader_6bb577e6346282d5.pyc,cpython-38,3413,747
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_bytes_filename_4bf0e6f4262e8fd8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_bytes_filename_4bf0e6f4262e8fd8.pyc,cpython-38,3413,760
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_compress_b8022dd25b34b517.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_compress_b8022dd25b34b517.pyc,cpython-38,3413,637
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_compress_mtime_fbc9fbce2cbd304a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_compress_mtime_fbc9fbce2cbd304a.pyc,cpython-38,3413,741
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_compresslevel_metadata_551d403e09653dfd.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_compresslevel_metadata_551d403e09653dfd.pyc,cpython-38,3413,800
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_decompress_0c8ccbff2ad946e7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_decompress_0c8ccbff2ad946e7.pyc,cpython-38,3413,626
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_decompress_limited_c42fe822315e9d27.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_decompress_limited_c42fe822315e9d27.pyc,cpython-38,3413,761
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_exclusive_write_aa34d05ae24f6048.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_exclusive_write_aa34d05ae24f6048.pyc,cpython-38,3413,612
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_fileobj_from_fdopen_90e9da979d27ada3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_fileobj_from_fdopen_90e9da979d27ada3.pyc,cpython-38,3413,553
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_fileobj_mode_cc7005eccd4dc75c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_fileobj_mode_cc7005eccd4dc75c.pyc,cpython-38,3413,1031
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_gzip_BadGzipFile_exception_26ee0a51f99f9d48.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_gzip_BadGzipFile_exception_26ee0a51f99f9d48.pyc,cpython-38,3413,455
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_io_on_closed_object_b373a1acc5449a91.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_io_on_closed_object_b373a1acc5449a91.pyc,cpython-38,3413,860
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_many_append_9d0bf5c1afa8d6f9.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_many_append_9d0bf5c1afa8d6f9.pyc,cpython-38,3413,890
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_metadata_baf4d89521c89fca.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_metadata_baf4d89521c89fca.pyc,cpython-38,3413,1078
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_mode_380ae797559e90fc.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_mode_380ae797559e90fc.pyc,cpython-38,3413,579
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_mtime_05f55f754df11348.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_mtime_05f55f754df11348.pyc,cpython-38,3413,661
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_non_seekable_file_938bec997386ae99.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_non_seekable_file_938bec997386ae99.pyc,cpython-38,3413,635
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_paddedfile_getattr_5388a3e69a6eec28.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_paddedfile_getattr_5388a3e69a6eec28.pyc,cpython-38,3413,552
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_peek_06aa7aa72ea03252.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_peek_06aa7aa72ea03252.pyc,cpython-38,3413,897
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_prepend_error_f1e08ea80e18e374.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_prepend_error_f1e08ea80e18e374.pyc,cpython-38,3413,529
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_read1_26ba660de82d623e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_read1_26ba660de82d623e.pyc,cpython-38,3413,631
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_read_71f477201207c8a2.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_read_71f477201207c8a2.pyc,cpython-38,3413,505
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_read_large_68e33721bc8d844d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_read_large_68e33721bc8d844d.pyc,cpython-38,3413,554
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_read_truncated_3bef2f24157baf21.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_read_truncated_3bef2f24157baf21.pyc,cpython-38,3413,759
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_read_with_extra_e69a411b212d49a3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_read_with_extra_e69a411b212d49a3.pyc,cpython-38,3413,543
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_readline_af3eebc33da50fdd.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_readline_af3eebc33da50fdd.pyc,cpython-38,3413,578
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_readlines_76c1537ea370be8e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_readlines_76c1537ea370be8e.pyc,cpython-38,3413,534
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_seek_read_9b90abd15e7a7f35.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_seek_read_9b90abd15e7a7f35.pyc,cpython-38,3413,664
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_seek_whence_630d77acc9b24b2d.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_seek_whence_630d77acc9b24b2d.pyc,cpython-38,3413,572
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_seek_write_51139a77dd67bb0a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_seek_write_51139a77dd67bb0a.pyc,cpython-38,3413,519
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_textio_readlines_eb948ddeccb88a2c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_textio_readlines_eb948ddeccb88a2c.pyc,cpython-38,3413,642
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_with_open_2347adc2145fdbf4.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_with_open_2347adc2145fdbf4.pyc,cpython-38,3413,769
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_6f850092aee98c67.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_6f850092aee98c67.pyc,cpython-38,3413,573
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_array_a59ba158c7c227d1.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_array_a59ba158c7c227d1.pyc,cpython-38,3413,435
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_bytearray_89143cf3cd0ecce8.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_bytearray_89143cf3cd0ecce8.pyc,cpython-38,3413,436
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_incompatible_type_54ff6d4d3ff2098f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_incompatible_type_54ff6d4d3ff2098f.pyc,cpython-38,3413,635
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_memoryview_35e34736ae77019b.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_memoryview_35e34736ae77019b.pyc,cpython-38,3413,546
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_write_read_with_pathlike_file_c2e4cf79da9e1b46.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_write_read_with_pathlike_file_c2e4cf79da9e1b46.pyc,cpython-38,3413,694
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestGzip_test_zero_padded_file_1d37347bf45ac0a7.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestGzip_test_zero_padded_file_1d37347bf45ac0a7.pyc,cpython-38,3413,680
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_bad_params_b110748d3bb4b951.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_bad_params_b110748d3bb4b951.pyc,cpython-38,3413,748
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_binary_modes_6b74e1a10781fd29.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_binary_modes_6b74e1a10781fd29.pyc,cpython-38,3413,940
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_encoding_22db959298c8d365.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_encoding_22db959298c8d365.pyc,cpython-38,3413,743
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_encoding_error_handler_4880305a2077050f.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_encoding_error_handler_4880305a2077050f.pyc,cpython-38,3413,585
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_fileobj_4a68f6c53f15b123.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_fileobj_4a68f6c53f15b123.pyc,cpython-38,3413,693
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_implicit_binary_modes_125e78a6b9897469.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_implicit_binary_modes_125e78a6b9897469.pyc,cpython-38,3413,949
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_newline_c9262bb8e4a5f484.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_newline_c9262bb8e4a5f484.pyc,cpython-38,3413,598
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_pathlike_file_1d27ca0903c41059.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_pathlike_file_1d27ca0903c41059.pyc,cpython-38,3413,606
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_TestOpen_test_text_modes_4618ca60d6b0f6e9.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_TestOpen_test_text_modes_4618ca60d6b0f6e9.pyc,cpython-38,3413,832
data/rq3/cpython-3.8/seeds/cpython_case_test_gzip_test_main_2097b79608f647fc.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_gzip_test_main_2097b79608f647fc.pyc,cpython-38,3413,422
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_BytesHashRandomizationTests_test_empty_string_ead65285615debdb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_BytesHashRandomizationTests_test_empty_string_ead65285615debdb.pyc,cpython-38,3413,435
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashBuiltinsTestCase_test_hashes_6b8c99d288d3f6e9.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashBuiltinsTestCase_test_hashes_6b8c99d288d3f6e9.pyc,cpython-38,3413,485
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashDistributionTestCase_test_hash_distribution_5a6509b967e97c83.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashDistributionTestCase_test_hash_distribution_5a6509b967e97c83.pyc,cpython-38,3413,725
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashEqualityTestCase_test_coerced_floats_8c525ee691a88d57.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashEqualityTestCase_test_coerced_floats_8c525ee691a88d57.pyc,cpython-38,3413,488
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashEqualityTestCase_test_coerced_integers_977958734c4fbd6e.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashEqualityTestCase_test_coerced_integers_977958734c4fbd6e.pyc,cpython-38,3413,664
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashEqualityTestCase_test_numeric_literals_7a8b6f78e30eae49.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashEqualityTestCase_test_numeric_literals_7a8b6f78e30eae49.pyc,cpython-38,3413,586
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashEqualityTestCase_test_unaligned_buffers_f55950e6d346a3eb.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashEqualityTestCase_test_unaligned_buffers_f55950e6d346a3eb.pyc,cpython-38,3413,607
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashInheritanceTestCase_test_default_hash_68a559fe9defb91c.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashInheritanceTestCase_test_default_hash_68a559fe9defb91c.pyc,cpython-38,3413,477
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashInheritanceTestCase_test_error_hash_71939fb128a68e66.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashInheritanceTestCase_test_error_hash_71939fb128a68e66.pyc,cpython-38,3413,464
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashInheritanceTestCase_test_fixed_hash_a46fe026a78f9424.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashInheritanceTestCase_test_fixed_hash_a46fe026a78f9424.pyc,cpython-38,3413,473
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashInheritanceTestCase_test_hashable_00aca593986e0835.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashInheritanceTestCase_test_hashable_00aca593986e0835.pyc,cpython-38,3413,496
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashInheritanceTestCase_test_not_hashable_711cf3b894e578b3.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashInheritanceTestCase_test_not_hashable_711cf3b894e578b3.pyc,cpython-38,3413,464
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_HashRandomizationTests_test_randomized_hash_41698b53e0d5b20a.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_HashRandomizationTests_test_randomized_hash_41698b53e0d5b20a.pyc,cpython-38,3413,497
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_MemoryviewHashRandomizationTests_test_empty_string_6b14c522fe926157.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_MemoryviewHashRandomizationTests_test_empty_string_6b14c522fe926157.pyc,cpython-38,3413,456
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_StrHashRandomizationTests_test_empty_string_71f0e71a712d2889.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_StrHashRandomizationTests_test_empty_string_71f0e71a712d2889.pyc,cpython-38,3413,430
data/rq3/cpython-3.8/seeds/cpython_case_test_hash_StrHashRandomizationTests_test_ucs2_string_fd7b91bab0aa31fc.pyc,cpython_unittest:data/rq3/cpython-3.8/unittest_seeds/raw,cpython_unittest_seed,cpython_case_test_hash_StrHashRandomizationTests_test_ucs2_string_fd7b91bab0aa31fc.pyc,cpython-38,3413,554
